=================================================================================================================================================
REPOSITORY: ALGORITHMS | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
__contains__                 | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 343   | 1    | 0    | Yes  | 0.0000
test_insert                  | None               | ...es/binary_tree/red_black_tree.py | 570   | 1    | 0    | Yes  | 0.0000
main                         | None               | ...es/binary_tree/red_black_tree.py | 698   | 1    | 0    | Yes  | 0.0000
depth                        | Node               | ..._tree/diameter_of_binary_tree.py | 17    | 1    | 0    | Yes  | 0.0000
diameter                     | Node               | ..._tree/diameter_of_binary_tree.py | 35    | 1    | 0    | Yes  | 0.0000
__init__                     | MaxFenwickTree     | ...ary_tree/maximum_fenwick_tree.py | 39    | 1    | 0    | Yes  | 0.0000
get_next                     | MaxFenwickTree     | ...ary_tree/maximum_fenwick_tree.py | 54    | 1    | 0    | Yes  | 0.0000
get_prev                     | MaxFenwickTree     | ...ary_tree/maximum_fenwick_tree.py | 61    | 1    | 0    | Yes  | 0.0000
update                       | SegmentTree        | ...inary_tree/segment_tree_other.py | 136   | 1    | 0    | Yes  | 0.0000
query_range                  | SegmentTree        | ...inary_tree/segment_tree_other.py | 149   | 1    | 0    | Yes  | 0.0000
catalan_number               | None               | ...mber_of_possible_binary_trees.py | 42    | 1    | 0    | Yes  | 0.0000
binary_tree_count            | None               | ...mber_of_possible_binary_trees.py | 81    | 1    | 0    | Yes  | 0.0000
__str__                      | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 139   | 1    | 0    | Yes  | 0.0000
empty                        | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 156   | 1    | 0    | Yes  | 0.0000
find_kth_smallest            | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 326   | 1    | 0    | Yes  | 0.0000
insert                       | None               | ..._structures/binary_tree/treap.py | 83    | 1    | 0    | Yes  | 0.0000
erase                        | None               | ..._structures/binary_tree/treap.py | 96    | 1    | 0    | Yes  | 0.0000
make_symmetric_tree          | None               | ...es/binary_tree/symmetric_tree.py | 38    | 1    | 0    | Yes  | 0.0000
make_asymmetric_tree         | None               | ...es/binary_tree/symmetric_tree.py | 71    | 1    | 0    | Yes  | 0.0000
make_tree_seven              | None               | ...inary_tree/mirror_binary_tree.py | 56    | 1    | 0    | Yes  | 0.0000
make_tree_nine               | None               | ...inary_tree/mirror_binary_tree.py | 83    | 1    | 0    | Yes  | 0.0000
make_tree                    | None               | ...ree/diff_views_of_binary_tree.py | 22    | 1    | 0    | Yes  | 0.0000
left                         | SegmentTree        | ...binary_tree/lazy_segment_tree.py | 15    | 1    | 0    | Yes  | 0.0000
right                        | SegmentTree        | ...binary_tree/lazy_segment_tree.py | 27    | 1    | 0    | Yes  | 0.0000
make_tree                    | None               | ...y_tree/binary_tree_traversals.py | 16    | 1    | 0    | Yes  | 0.0000
height                       | None               | ...y_tree/binary_tree_traversals.py | 85    | 1    | 0    | Yes  | 0.0000
small_tree                   | BinaryTree         | ...binary_tree/basic_binary_tree.py | 42    | 1    | 0    | Yes  | 0.0000
medium_tree                  | BinaryTree         | ...binary_tree/basic_binary_tree.py | 57    | 1    | 0    | Yes  | 0.0000
depth                        | BinaryTree         | ...binary_tree/basic_binary_tree.py | 75    | 1    | 0    | Yes  | 0.0000
is_full                      | BinaryTree         | ...binary_tree/basic_binary_tree.py | 93    | 1    | 0    | Yes  | 0.0000
__init__                     | SegmentTree        | ...ee/non_recursive_segment_tree.py | 48    | 1    | 0    | Yes  | 0.0000
left                         | SegmentTree        | ...ures/binary_tree/segment_tree.py | 14    | 1    | 0    | Yes  | 0.0000
right                        | SegmentTree        | ...ures/binary_tree/segment_tree.py | 26    | 1    | 0    | Yes  | 0.0000
update                       | SegmentTree        | ...ures/binary_tree/segment_tree.py | 47    | 1    | 0    | Yes  | 0.0000
query                        | SegmentTree        | ...ures/binary_tree/segment_tree.py | 74    | 1    | 0    | Yes  | 0.0000
__len__                      | TreeNode           | ...alize_deserialize_binary_tree.py | 42    | 1    | 0    | Yes  | 0.0000
__repr__                     | TreeNode           | ...alize_deserialize_binary_tree.py | 56    | 1    | 0    | Yes  | 0.0000
five_tree                    | TreeNode           | ...alize_deserialize_binary_tree.py | 73    | 1    | 0    | Yes  | 0.0000
build_tree                   | None               | ...tten_binarytree_to_linkedlist.py | 29    | 1    | 0    | Yes  | 0.0000
update                       | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 107   | 1    | 0    | Yes  | 0.0000
query                        | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 156   | 1    | 0    | Yes  | 0.0000
get                          | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 178   | 1    | 0    | Yes  | 0.0000
right_rotation               | None               | ...ructures/binary_tree/avl_tree.py | 87    | 1    | 0    | Yes  | 0.0000
left_rotation                | None               | ...ructures/binary_tree/avl_tree.py | 110   | 1    | 0    | Yes  | 0.0000
lr_rotation                  | None               | ...ructures/binary_tree/avl_tree.py | 126   | 1    | 0    | Yes  | 0.0000
__repr__                     | Node               | ...ures/binary_tree/wavelet_tree.py | 24    | 1    | 0    | Yes  | 0.0000
product_sum_array            | None               | ...structures/arrays/product_sum.py | 67    | 1    | 0    | Yes  | 0.0000
cross                        | None               | ...ructures/arrays/sudoku_solver.py | 11    | 1    | 0    | Yes  | 0.0000
test                         | None               | ...ructures/arrays/sudoku_solver.py | 44    | 1    | 0    | Yes  | 0.0000
solve                        | None               | ...ructures/arrays/sudoku_solver.py | 141   | 1    | 0    | Yes  | 0.0000
from_file                    | None               | ...ructures/arrays/sudoku_solver.py | 207   | 1    | 0    | Yes  | 0.0000
shuffled                     | None               | ...ructures/arrays/sudoku_solver.py | 229   | 1    | 0    | Yes  | 0.0000
pairs_with_sum               | None               | ...s/arrays/pairs_with_given_sum.py | 13    | 1    | 0    | Yes  | 0.0000
find_triplets_with_0_sum     | None               | ...rays/find_triplets_with_0_sum.py | 4     | 1    | 0    | Yes  | 0.0000
is_operand                   | None               | ...ures/stacks/prefix_evaluation.py | 14    | 1    | 0    | Yes  | 0.0000
precedence                   | None               | ...s/infix_to_postfix_conversion.py | 28    | 1    | 0    | Yes  | 0.0000
associativity                | None               | ...s/infix_to_postfix_conversion.py | 37    | 1    | 0    | Yes  | 0.0000
top                          | Stack              | ...stack_with_doubly_linked_list.py | 70    | 1    | 0    | Yes  | 0.0000
__str__                      | LinkedStack        | ...stack_with_singly_linked_list.py | 59    | 1    | 0    | Yes  | 0.0000
__len__                      | LinkedStack        | ...stack_with_singly_linked_list.py | 70    | 1    | 0    | Yes  | 0.0000
is_empty                     | LinkedStack        | ...stack_with_singly_linked_list.py | 83    | 1    | 0    | Yes  | 0.0000
clear                        | LinkedStack        | ...stack_with_singly_linked_list.py | 147   | 1    | 0    | Yes  | 0.0000
is_empty                     | Stack              | data_structures/stacks/stack.py     | 95    | 1    | 0    | Yes  | 0.0000
is_full                      | Stack              | data_structures/stacks/stack.py     | 110   | 1    | 0    | Yes  | 0.0000
size                         | Stack              | data_structures/stacks/stack.py     | 123   | 1    | 0    | Yes  | 0.0000
__contains__                 | Stack              | data_structures/stacks/stack.py     | 144   | 1    | 0    | Yes  | 0.0000
_get_next_ind                | HashMap            | data_structures/hashing/hash_map.py | 53    | 1    | 0    | Yes  | 0.0000
_is_full                     | HashMap            | data_structures/hashing/hash_map.py | 90    | 1    | 0    | Yes  | 0.0000
__len__                      | HashMap            | data_structures/hashing/hash_map.py | 297   | 1    | 0    | Yes  | 0.0000
keys                         | HashTable          | ...structures/hashing/hash_table.py | 25    | 1    | 0    | Yes  | 0.0000
hash_function                | HashTable          | ...structures/hashing/hash_table.py | 56    | 1    | 0    | Yes  | 0.0000
_set_value                   | HashTable          | ...structures/hashing/hash_table.py | 133   | 1    | 0    | Yes  | 0.0000
main                         | None               | data_structures/trie/radix_tree.py  | 215   | 1    | 0    | Yes  | 0.0000
main                         | None               | data_structures/trie/trie.py        | 119   | 1    | 0    | Yes  | 0.0000
insert                       | BinaryHeap         | data_structures/heap/max_heap.py    | 32    | 1    | 0    | Yes  | 0.0000
__len__                      | BinaryHeap         | data_structures/heap/max_heap.py    | 66    | 1    | 0    | Yes  | 0.0000
value                        | SkewNode           | data_structures/heap/skew_heap.py   | 23    | 1    | 0    | Yes  | 0.0000
__bool__                     | SkewHeap           | data_structures/heap/skew_heap.py   | 125   | 1    | 0    | Yes  | 0.0000
insert                       | SkewHeap           | data_structures/heap/skew_heap.py   | 159   | 1    | 0    | Yes  | 0.0000
pop                          | SkewHeap           | data_structures/heap/skew_heap.py   | 173   | 1    | 0    | Yes  | 0.0000
clear                        | SkewHeap           | data_structures/heap/skew_heap.py   | 220   | 1    | 0    | Yes  | 0.0000
_parent                      | Heap               | ..._structures/heap/heap_generic.py | 21    | 1    | 0    | Yes  | 0.0000
_left                        | Heap               | ..._structures/heap/heap_generic.py | 25    | 1    | 0    | Yes  | 0.0000
_right                       | Heap               | ..._structures/heap/heap_generic.py | 30    | 1    | 0    | Yes  | 0.0000
_swap                        | Heap               | ..._structures/heap/heap_generic.py | 35    | 1    | 0    | Yes  | 0.0000
_cmp                         | Heap               | ..._structures/heap/heap_generic.py | 45    | 1    | 0    | Yes  | 0.0000
get_top                      | Heap               | ..._structures/heap/heap_generic.py | 116   | 1    | 0    | Yes  | 0.0000
value                        | RandomizedHeapNode | ...ructures/heap/randomized_heap.py | 24    | 1    | 0    | Yes  | 0.0000
insert                       | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 111   | 1    | 0    | Yes  | 0.0000
clear                        | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 175   | 1    | 0    | Yes  | 0.0000
__bool__                     | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 202   | 1    | 0    | Yes  | 0.0000
peek                         | BinomialHeap       | ...structures/heap/binomial_heap.py | 247   | 1    | 0    | Yes  | 0.0000
__init__                     | DisjointSet        | ...nt_set/alternate_disjoint_set.py | 8     | 1    | 0    | Yes  | 0.0000
make_set                     | None               | ...res/disjoint_set/disjoint_set.py | 14    | 1    | 0    | Yes  | 0.0000
-------------------------------------------------------------------------------------------------------------------------------------------------
Query Signal Coverage: 44/880 functions queried (5.00% coverage; 95.00% sparse)
